code_commune,ville,code_dept,code_postal,latitude,longitude,population,surface_km2,densite_hab_km2,type_commune,score_fragilite,score_emergence,score_freins_invisibles,score_momentum,potentiel_investissement,risque_credit_local,classe_risque,segment,fragilite_fiable,score_desert_medical,niveau_desert_medical,score_desert_commercial,niveau_desert_commercial,nb_entreprises_actives,nb_entreprises_total,taux_survie_entreprises,entreprises_1000hab,dynamique_eco,nb_gares,gares_10k_hab,prix_m2_median,nb_transactions,taux_chomage,revenu_median,taux_pauvrete,nb_medecin_generaliste,nb_medecin_specialiste,nb_pharmacie,nb_hopital,nb_urgences,nb_infirmier,nb_dentiste,nb_kinesitherapeute,medecins_10k_hab,est_desert_medical,nb_supermarche,nb_epicerie,nb_boulangerie,nb_banque,nb_poste,nb_boucherie,nb_ecole_primaire,nb_college,nb_lycee,est_desert_commercial,donnees_insee_simulees,donnees_bpe_simulees
91473,Orveau,91,91590,48.4489,2.297,141,4.2779,32.9601,rural_isole,0.6437,0.2538,0.8049,0.3161,0.216,0.6851,ELEVE,territoire_bloque,true,0.8002,DÉSERT,0.7503,DÉSERT,5,6,0.8333,35.461,66.6667,0,0,1683,1,10.7491,1456.7476,20.2903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91477,Palaiseau,91,91120,48.7155,2.2293,37471,11.6644,3212.4241,urbain,0.4696,0.2568,0.7273,0.3593,0.2768,0.5984,ELEVE,territoire_stable,true,0.6669,SOUS-DOTÉ,0.7309,DÉSERT,897,1096,0.8184,23.9385,63.6861,4,1.0675,3063,129,9.7413,1956.1275,15.8055,41,19,12,1,0,26,13,14,10.9418,0,7,12,15,10,6,9,24,5,2,0,true,true
91479,Paray-Vieille-Poste,91,91550,48.7239,2.3577,8202,6.0359,1358.8694,urbain,0.3756,0.1608,0.7356,0.3085,0.1997,0.5993,ELEVE,territoire_stable,true,0.6762,SOUS-DOTÉ,0.707,DÉSERT,165,213,0.7746,20.117,54.9296,0,0,2654,36,7.1233,2074.4996,16.9799,8,4,3,0,0,4,3,4,9.7537,0,2,3,3,2,2,2,6,1,1,0,true,true
91482,Pecqueuse,91,91470,48.646,2.0361,580,7.4478,77.8753,rural,0.3731,0.3521,0.4965,0.4554,0.3286,0.4613,MODERE,territoire_stable,true,0.3935,CORRECT,0.5785,SOUS-DOTÉ,11,13,0.8462,18.9655,69.2308,1,17.2414,1804,5,9.1714,2112.7859,11.0608,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91494,Le Plessis-Pâté,91,91220,48.6054,2.3404,4154,7.5942,546.9964,periurbain,0.3708,0.299,0.7058,0.4336,0.2856,0.5213,ELEVE,territoire_stable,true,0.6286,SOUS-DOTÉ,0.6787,SOUS-DOTÉ,92,108,0.8519,22.1473,70.3704,1,2.4073,3777,39,5.3442,2339.8177,19.5601,3,3,2,0,0,3,2,2,7.222,0,1,1,2,1,0,0,3,1,0,0,true,true
91495,Plessis-Saint-Benoist,91,91410,48.445,2.0052,325,9.1718,35.4347,rural_isole,0.585,0.3478,0.7489,0.4395,0.2963,0.5736,ELEVE,territoire_fragile,true,0.535,CORRECT,0.7503,DÉSERT,11,12,0.9167,33.8462,83.3333,0,0,2507,2,11.684,2188.2956,18.4523,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91507,Prunay-sur-Essonne,91,91720,48.3524,2.3562,324,5.1218,63.259,rural,0.4585,0.3186,0.6055,0.4276,0.2957,0.5164,ELEVE,territoire_stable,true,0.7119,DÉSERT,0.3772,CORRECT,13,15,0.8667,40.1235,73.3333,0,0,1958,2,6.7014,1558.1631,15.3829,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,true,true
91508,Puiselet-le-Marais,91,91150,48.3947,2.2635,261,11.2801,23.1381,rural_isole,0.7216,0.264,0.7996,0.337,0.2268,0.6733,ELEVE,territoire_bloque,true,0.4698,CORRECT,0.7501,DÉSERT,8,9,0.8889,30.6513,77.7778,0,0,1330,2,14.3748,1868.0802,20.5402,1,0,0,0,0,0,0,0,38.3142,0,0,0,0,0,0,0,1,0,0,1,true,true
91511,Pussay,91,91740,48.3501,1.9981,2288,11.5912,197.3911,rural,0.4314,0.3622,0.509,0.4252,0.3238,0.5092,ELEVE,territoire_stable,true,0.4458,CORRECT,0.5092,CORRECT,55,67,0.8209,24.0385,64.1791,4,17.4825,1851,10,7.0419,1795.8355,16.6835,1,1,1,0,0,1,1,1,4.3706,0,1,1,1,0,0,1,2,0,0,0,true,true
91514,Quincy-sous-Sénart,91,91480,48.6722,2.5259,9477,5.2371,1809.5893,urbain,0.4488,0.5034,0.6103,0.5229,0.4191,0.5045,ELEVE,territoire_stable,true,0.6341,SOUS-DOTÉ,0.6899,SOUS-DOTÉ,585,675,0.8667,61.7284,73.3333,2,2.1104,2949,34,10.1948,2497.4507,16.7836,10,5,4,0,0,6,3,4,10.5519,0,2,3,5,3,2,3,6,1,1,0,true,true
91519,Richarville,91,91410,48.4696,2.0006,386,10.49,36.7969,rural_isole,0.5581,0.2688,0.67,0.2722,0.2224,0.6919,ELEVE,territoire_fragile,true,0.5769,SOUS-DOTÉ,0.7503,DÉSERT,21,29,0.7241,54.4041,44.8276,0,0,1910,1,12.5338,1447.9254,15.2333,1,0,0,0,0,0,0,1,25.9067,0,0,0,0,0,0,0,0,0,0,1,true,true
91521,Ris-Orangis,91,91130,48.6457,2.4104,31189,8.3627,3729.5371,urbain,0.5123,0.2893,0.7194,0.4094,0.3119,0.5614,ELEVE,territoire_stable,true,0.6761,SOUS-DOTÉ,0.7377,DÉSERT,812,918,0.8845,26.0348,76.9063,3,0.9619,1954,192,7.9228,1740.0695,17.6501,34,16,10,1,0,20,10,12,10.9013,0,6,11,13,8,5,8,21,4,2,0,true,true
91525,Roinville,91,91410,48.5183,2.0534,1319,13.5081,97.6451,rural,0.582,0.1504,0.808,0.2437,0.1535,0.7077,CRITIQUE,territoire_fragile,true,0.6812,SOUS-DOTÉ,0.6595,SOUS-DOTÉ,28,36,0.7778,21.2282,55.5556,0,0,2330,12,9.5686,1600.1518,21.5871,1,1,0,0,0,1,0,1,7.5815,0,0,1,1,1,0,0,1,0,0,0,true,true
91526,Roinvilliers,91,91150,48.3461,2.2321,112,7.1748,15.6102,rural_isole,0.8859,0.3591,0.793,0.4138,0.2885,0.6509,ELEVE,territoire_bloque,true,0.3,BIEN_DOTÉ,0.75,DÉSERT,3,3,1,26.7857,100,0,0,1841,1,13.7679,1119.0261,22.709,1,0,0,0,0,0,0,0,89.2857,0,0,0,0,0,0,0,1,0,0,1,true,true
91533,Saclas,91,91690,48.3576,2.1103,1819,13.6583,133.1791,rural,0.4575,0.4941,0.466,0.4814,0.3969,0.5031,ELEVE,territoire_stable,true,0.4988,CORRECT,0.5203,CORRECT,90,110,0.8182,49.4777,63.6364,3,16.4926,2012,15,4.9813,1618.5612,20.5762,0,1,0,0,0,2,1,0,0,1,0,1,2,0,0,1,0,0,0,0,true,true
91534,Saclay,91,91400,48.7367,2.1693,4437,13.7481,322.7355,periurbain,0.3417,0.2891,0.5705,0.4192,0.2881,0.4887,MODERE,territoire_stable,true,0.6001,SOUS-DOTÉ,0.6414,SOUS-DOTÉ,152,184,0.8261,34.2574,65.2174,2,4.5076,1725,38,8.4616,1910.2168,9.2107,4,2,1,0,0,4,2,2,9.0151,0,1,2,1,2,1,1,2,0,0,0,true,true
91538,Saint-Aubin,91,91190,48.7148,2.1384,661,3.5633,185.5022,rural,0.3875,0.2137,0.6883,0.3141,0.213,0.6066,ELEVE,territoire_stable,true,0.8021,DÉSERT,0.6977,SOUS-DOTÉ,24,32,0.75,36.3086,50,0,0,2472,3,9.6497,1787.5984,11.5364,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,true,true
91540,Saint-Chéron,91,91530,48.5499,2.1249,5132,11.5307,445.0727,periurbain,0.3789,0.2908,0.6048,0.4254,0.2887,0.4968,MODERE,territoire_stable,true,0.5636,SOUS-DOTÉ,0.6391,SOUS-DOTÉ,141,166,0.8494,27.4747,69.8795,3,5.8457,1837,28,9.9546,2185.439,10.5597,5,3,2,0,0,4,2,2,9.7428,0,1,2,2,1,1,2,4,0,1,0,true,true
91544,Saint-Cyr-la-Rivière,91,91690,48.3508,2.1377,466,8.8224,52.8201,rural,0.3824,0.3535,0.6731,0.5205,0.3307,0.4444,MODERE,territoire_stable,true,0.6771,SOUS-DOTÉ,0.7506,DÉSERT,16,17,0.9412,34.3348,88.2353,0,0,1981,1,5.9076,2219.0427,15.195,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,true,true
91546,Saint-Cyr-sous-Dourdan,91,91410,48.5675,2.0361,982,10.0513,97.6988,rural,0.3529,0.4147,0.5083,0.4106,0.3393,0.5435,ELEVE,territoire_stable,true,0.5166,CORRECT,0.6124,SOUS-DOTÉ,54,74,0.7297,54.9898,45.9459,1,10.1833,2913,7,5.6989,1987.606,18.8297,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,true,true
91547,Saint-Escobille,91,91410,48.4223,1.9605,454,12.0108,37.7993,rural_isole,0.4944,0.1701,0.7477,0.2602,0.1716,0.6726,ELEVE,territoire_stable,true,0.737,DÉSERT,0.7503,DÉSERT,12,16,0.75,26.4317,50,0,0,2786,4,11.8049,1505.7741,12.0764,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91549,Sainte-Geneviève-des-Bois,91,91700,48.643,2.3272,35438,9.3835,3776.6292,urbain,0.6577,0.3011,0.7968,0.3444,0.29,0.6765,ELEVE,territoire_bloque,true,0.6862,SOUS-DOTÉ,0.749,DÉSERT,1125,1330,0.8459,31.7456,69.1729,0,0,2633,166,11.7425,1725.3963,21.3534,40,18,12,1,0,24,12,14,11.2873,0,7,12,14,9,6,9,23,5,2,0,true,true
91552,Saint-Germain-lès-Arpajon,91,91180,48.5982,2.2644,11623,6.3179,1839.6936,urbain,0.4891,0.2217,0.7086,0.3208,0.2363,0.6195,ELEVE,territoire_stable,true,0.6382,SOUS-DOTÉ,0.7023,DÉSERT,385,483,0.7971,33.124,59.4203,2,1.7207,1210,94,11.6262,2072.9798,15.447,13,6,4,0,0,8,4,5,11.1847,0,2,4,5,3,2,2,7,1,0,0,true,true
91553,Saint-Germain-lès-Corbeil,91,91250,48.6275,2.4919,7469,4.0559,1841.5148,urbain,0.589,0.3905,0.6768,0.4362,0.3417,0.5773,ELEVE,territoire_fragile,true,0.612,SOUS-DOTÉ,0.6972,SOUS-DOTÉ,250,283,0.8834,33.4717,76.6784,3,4.0166,3155,50,11.8661,1619.9417,14.5059,8,4,2,0,0,5,3,4,10.7109,0,1,2,2,1,1,2,5,1,1,0,true,true
91556,Saint-Hilaire,91,91780,48.4429,2.0872,401,6.8001,58.9697,rural,0.3957,0.4887,0.4574,0.6256,0.438,0.3329,MODERE,territoire_stable,true,0.3572,CORRECT,0.5507,SOUS-DOTÉ,6,6,1,14.9626,100,3,20,1669,1,7.2999,2207.8647,11.4576,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91560,Saint-Jean-de-Beauregard,91,91940,48.6666,2.1723,471,4.0126,117.3803,rural,0.3141,0.2523,0.4724,0.3553,0.2615,0.5084,ELEVE,territoire_stable,true,0.3792,CORRECT,0.5516,SOUS-DOTÉ,6,8,0.75,12.7389,50,2,20,1557,4,9.5806,2044.86,9.208,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,true,true
91568,Saint-Maurice-Montcouronne,91,91530,48.5746,2.1229,1543,9.1194,169.1997,rural,0.5538,0.3984,0.5542,0.4153,0.3304,0.564,ELEVE,territoire_fragile,true,0.4078,CORRECT,0.5579,SOUS-DOTÉ,30,36,0.8333,19.4426,66.6667,3,19.4426,2719,6,9.7327,1632.7061,17.8811,1,1,0,0,0,1,1,0,6.4809,0,0,0,0,0,0,1,0,0,0,1,true,true
91570,Saint-Michel-sur-Orge,91,91240,48.6326,2.313,21776,5.3077,4102.7187,urbain,0.496,0.2104,0.707,0.2942,0.2516,0.6432,ELEVE,territoire_stable,true,0.6879,SOUS-DOTÉ,0.7438,DÉSERT,698,906,0.7704,32.0536,54.0839,1,0.4592,1720,100,9.2141,1521.7164,16.2566,24,11,7,0,0,15,7,9,11.0213,0,5,8,9,6,4,5,15,2,1,0,true,true
91573,Saint-Pierre-du-Perray,91,91280,48.6075,2.5152,11993,11.7567,1020.0992,urbain,0.4717,0.2216,0.7236,0.2745,0.2109,0.6731,ELEVE,territoire_stable,true,0.6517,SOUS-DOTÉ,0.7088,DÉSERT,449,620,0.7242,37.4385,44.8387,0,0,3017,68,15.6644,2288.4681,11.4851,14,6,4,0,0,8,5,4,11.6735,0,2,4,5,3,2,3,8,1,1,0,true,true
91577,Saintry-sur-Seine,91,91250,48.5946,2.4955,5882,3.3202,1771.58,urbain,0.4944,0.3124,0.68,0.4057,0.3001,0.5633,ELEVE,territoire_stable,true,0.6068,SOUS-DOTÉ,0.6852,SOUS-DOTÉ,142,166,0.8554,24.1414,71.0843,2,3.4002,3268,38,12.1846,1921.365,11.4672,7,3,2,0,0,4,2,2,11.9007,0,1,2,2,2,1,2,3,1,1,0,true,true
91578,Saint-Sulpice-de-Favières,91,91910,48.5344,2.1766,272,4.4168,61.583,rural,0.382,0.6548,0.3491,0.6657,0.5273,0.3381,MODERE,territoire_emergent,true,0.5006,CORRECT,0.3727,CORRECT,14,15,0.9333,51.4706,86.6667,3,20,2395,2,6.0217,2059.4541,13.8248,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,true,true
91579,Saint-Vrain,91,91770,48.5361,2.3254,3089,11.5571,267.2816,periurbain,0.5643,0.4365,0.5777,0.4828,0.3647,0.517,ELEVE,territoire_fragile,true,0.46,CORRECT,0.5734,SOUS-DOTÉ,87,96,0.9062,28.1645,81.25,4,12.9492,2452,18,9.6414,1701.3931,16.8416,3,2,1,0,0,2,1,1,9.7119,0,0,1,2,1,0,1,2,0,0,0,true,true
91581,Saint-Yon,91,91650,48.5612,2.192,923,4.7166,195.6918,rural,0.3784,0.3852,0.4529,0.4177,0.3363,0.5069,ELEVE,territoire_stable,true,0.5022,CORRECT,0.5134,CORRECT,27,35,0.7714,29.2524,54.2857,3,20,2218,5,6.5633,1600.1562,14.0914,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,true,true
91587,Saulx-les-Chartreux,91,91160,48.6869,2.2648,6733,7.7162,872.5798,periurbain,0.2507,0.1408,0.6338,0.3021,0.194,0.5533,ELEVE,territoire_stable,true,0.6803,SOUS-DOTÉ,0.7127,DÉSERT,186,256,0.7266,27.6251,45.3125,0,0,2217,22,9.9677,2101.3109,5.739,6,3,2,0,0,4,2,3,8.9113,0,1,2,3,1,1,2,5,1,0,0,true,true
91589,Savigny-sur-Orge,91,91600,48.6851,2.3493,37601,6.9712,5393.7629,tres_urbain,0.6223,0.2575,0.8101,0.3056,0.2793,0.6978,ELEVE,territoire_bloque,true,0.691,SOUS-DOTÉ,0.7728,DÉSERT,1190,1475,0.8068,31.6481,61.3559,0,0,2114,350,15.8965,2311.7451,18.1399,48,19,13,2,0,26,13,15,12.7656,0,8,13,15,9,6,9,25,5,2,0,true,true
91593,Sermaise,91,91530,48.5308,2.0915,1617,13.8221,116.9866,rural,0.4149,0.5566,0.4229,0.5346,0.442,0.4586,MODERE,territoire_emergent,true,0.4835,CORRECT,0.5216,CORRECT,64,77,0.8312,39.5795,66.2338,4,20,3988,7,6.9483,1637.4836,14.0455,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,true,true
91599,Soisy-sur-École,91,91840,48.4783,2.474,1174,11.5183,101.9248,rural,0.3556,0.4236,0.4023,0.4664,0.3702,0.455,MODERE,territoire_stable,true,0.4231,CORRECT,0.5191,CORRECT,45,56,0.8036,38.3305,60.7143,2,17.0358,1956,6,11.4084,1905.7125,5.5609,1,0,1,0,0,0,0,0,8.5179,0,0,0,1,1,0,0,1,0,0,1,true,true
91600,Soisy-sur-Seine,91,91450,48.6593,2.4666,7418,8.6771,854.8939,periurbain,0.3464,0.1194,0.6787,0.2708,0.1714,0.6001,ELEVE,territoire_stable,true,0.6622,SOUS-DOTÉ,0.6922,SOUS-DOTÉ,155,210,0.7381,20.8951,47.619,1,1.3481,1984,61,9.032,1833.0949,10.81,6,4,2,0,0,5,3,3,8.0884,0,1,3,3,2,1,2,5,1,1,0,true,true
91602,Souzy-la-Briche,91,91580,48.525,2.149,503,7.3864,68.0981,rural,0.5013,0.3328,0.6367,0.3706,0.2813,0.5999,ELEVE,territoire_stable,true,0.6292,SOUS-DOTÉ,0.6546,SOUS-DOTÉ,27,34,0.7941,53.6779,58.8235,0,0,2078,2,11.0552,1714.4051,14.1917,1,0,0,0,0,0,0,1,19.8807,0,0,1,0,0,0,1,0,0,0,0,true,true
91613,Congerville-Thionville,91,91740,48.3833,1.9912,211,8.4179,25.0656,rural_isole,0.8287,0.3323,0.7175,0.4176,0.2866,0.605,ELEVE,territoire_bloque,true,0.3001,BIEN_DOTÉ,0.2339,BIEN_DOTÉ,4,4,1,18.9573,100,0,0,2290,1,15.242,1680.0739,20.4367,1,0,0,0,0,1,0,0,47.3934,0,1,0,0,1,0,0,0,0,0,0,true,true
91617,Tigery,91,91250,48.6459,2.5189,4333,9.3974,461.085,periurbain,0.3579,0.2111,0.711,0.3236,0.2159,0.5987,ELEVE,territoire_stable,true,0.6628,SOUS-DOTÉ,0.7009,DÉSERT,134,178,0.7528,30.9255,50.5618,0,0,3108,28,7.3865,2228.6097,17.4713,3,3,2,0,0,4,1,2,6.9236,0,1,2,1,1,0,1,2,0,0,0,true,true
91619,Torfou,91,91730,48.5314,2.2335,294,3.5199,83.5251,rural,0.5454,0.3502,0.7465,0.5115,0.3197,0.491,MODERE,territoire_stable,true,0.8008,DÉSERT,0.5452,CORRECT,7,7,1,23.8095,100,0,0,2037,1,7.1157,1927.9037,18.943,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,true,true
91629,Valpuiseaux,91,91720,48.3963,2.2996,617,18.7779,32.8578,rural_isole,0.5842,0.4543,0.5325,0.4975,0.3779,0.498,MODERE,territoire_fragile,true,0.4536,CORRECT,0.5503,SOUS-DOTÉ,12,13,0.9231,19.4489,84.6154,3,20,1927,2,8.2762,1368.8395,17.0589,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,true,true
91630,Le Val-Saint-Germain,91,91530,48.5712,2.0808,1576,12.6153,124.9277,rural,0.3849,0.1825,0.6705,0.3271,0.2054,0.5711,ELEVE,territoire_stable,true,0.7649,DÉSERT,0.7056,DÉSERT,45,57,0.7895,28.5533,57.8947,0,0,1813,14,6.9605,1366.4715,11.1272,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,true,true
91631,Varennes-Jarcy,91,91480,48.6793,2.5631,2465,5.5395,444.986,periurbain,0.4382,0.2236,0.7645,0.3794,0.232,0.5676,ELEVE,territoire_stable,true,0.6537,SOUS-DOTÉ,0.678,SOUS-DOTÉ,54,63,0.8571,21.9067,71.4286,0,0,2253,7,7.8072,2419.4192,20.0068,2,2,1,0,0,2,0,1,8.1136,0,1,1,1,1,0,0,2,0,0,0,true,true
91634,Vaugrigneuse,91,91640,48.6012,2.1041,1458,6.1291,237.8816,periurbain,0.3127,0.4096,0.4047,0.4434,0.3591,0.4697,MODERE,territoire_stable,true,0.3549,CORRECT,0.4538,CORRECT,45,59,0.7627,30.8642,52.5424,4,20,2868,13,8.8529,2183.0785,11.2073,1,1,1,0,0,1,0,1,6.8587,0,0,1,1,1,1,0,0,0,0,0,true,true
91635,Vauhallan,91,91430,48.7302,2.1996,1945,3.3377,582.7366,periurbain,0.3835,0.2855,0.6437,0.4143,0.281,0.5184,ELEVE,territoire_stable,true,0.6518,SOUS-DOTÉ,0.6964,SOUS-DOTÉ,68,81,0.8395,34.9614,67.9012,0,0,2405,18,8.6917,1912.8784,11.0488,2,1,0,0,0,3,1,1,10.2828,0,0,1,1,1,0,1,1,1,1,0,true,true
91639,Vayres-sur-Essonne,91,91820,48.4323,2.349,978,8.4127,116.2528,rural,0.4858,0.3794,0.6534,0.4398,0.3196,0.5505,ELEVE,territoire_stable,true,0.6249,SOUS-DOTÉ,0.702,DÉSERT,52,61,0.8525,53.1697,70.4918,0,0,2011,9,11.068,2137.788,14.9156,1,0,1,0,0,1,1,1,10.2249,0,0,1,0,0,0,0,1,1,0,0,true,true
91645,Verrières-le-Buisson,91,91370,48.7511,2.2545,15057,9.9977,1506.0464,urbain,0.4624,0.1871,0.7334,0.2549,0.1962,0.6795,ELEVE,territoire_stable,true,0.6579,SOUS-DOTÉ,0.7157,DÉSERT,510,713,0.7153,33.8713,43.0575,0,0,2695,134,11.0325,1978.9187,16.6933,17,8,5,0,0,11,5,6,11.2904,0,3,5,6,3,3,4,9,2,1,0,true,true
91648,Vert-le-Grand,91,91810,48.583,2.3711,2444,16.127,151.5471,rural,0.5632,0.2571,0.7653,0.3923,0.2456,0.5829,ELEVE,territoire_fragile,true,0.6841,SOUS-DOTÉ,0.6629,SOUS-DOTÉ,57,63,0.9048,23.3224,80.9524,0,0,1845,19,12.6338,2044.8243,14.4947,2,0,1,0,0,2,1,1,8.1833,0,1,1,1,1,1,0,2,0,0,0,true,true
91649,Vert-le-Petit,91,91710,48.5508,2.3668,2714,6.8425,396.6387,periurbain,0.2518,0.1396,0.645,0.3355,0.1967,0.5194,ELEVE,territoire_stable,true,0.6829,SOUS-DOTÉ,0.7068,DÉSERT,69,89,0.7753,25.4237,55.0562,0,0,1391,23,7.3384,2116.8796,8.9922,2,1,1,0,0,2,0,0,7.3692,0,0,0,2,1,1,0,2,0,0,1,true,true
91654,Videlles,91,91890,48.467,2.4171,581,8.7775,66.192,rural,0.5967,0.2953,0.71,0.398,0.2672,0.5825,ELEVE,territoire_fragile,true,0.4049,CORRECT,0.6674,SOUS-DOTÉ,18,20,0.9,30.9811,80,0,0,1879,2,15.8004,2265.187,13.086,2,0,1,0,0,0,0,0,34.4234,0,0,1,0,0,0,0,0,0,0,0,true,true
91657,Vigneux-sur-Seine,91,91270,48.7021,2.4274,31466,8.9719,3507.1724,urbain,0.4555,0.1757,0.7396,0.2768,0.222,0.6507,ELEVE,territoire_stable,true,0.6694,SOUS-DOTÉ,0.7326,DÉSERT,979,1300,0.7531,31.1129,50.6154,3,0.9534,1283,103,12.5642,2388.8352,15.8854,35,16,11,1,0,21,10,13,11.1231,0,7,11,13,8,5,8,21,4,2,0,true,true
91659,Villabé,91,91100,48.5864,2.4516,5830,4.6842,1244.6095,urbain,0.4485,0.4071,0.6217,0.4684,0.3562,0.5197,ELEVE,territoire_stable,true,0.6647,SOUS-DOTÉ,0.7168,DÉSERT,313,365,0.8575,53.6878,71.5068,0,0,2391,31,8.8571,1887.759,14.098,6,3,2,0,0,4,2,2,10.2916,0,1,2,2,1,1,1,4,0,0,0,true,true
91661,Villebon-sur-Yvette,91,91140,48.6965,2.2366,10291,7.5084,1370.5983,urbain,0.3987,0.4438,0.611,0.5231,0.3899,0.4696,MODERE,territoire_stable,true,0.6643,SOUS-DOTÉ,0.7083,DÉSERT,539,607,0.888,52.3759,77.5947,0,0,2847,36,8.3228,2192.8927,13.505,11,5,4,0,0,6,3,4,10.689,0,2,4,5,2,2,2,7,1,1,0,true,true
91662,Villeconin,91,91580,48.4981,2.1258,766,14.6625,52.2421,rural,0.4677,0.3941,0.4805,0.4096,0.3329,0.5374,ELEVE,territoire_stable,true,0.3504,CORRECT,0.44,CORRECT,19,24,0.7917,24.8042,58.3333,3,20,2673,6,10.2062,1911.344,15.3725,1,0,0,0,0,1,1,0,13.0548,0,0,1,1,0,0,0,0,0,0,0,true,true
91665,La Ville-du-Bois,91,91620,48.6601,2.2644,8161,3.5412,2304.586,urbain,0.401,0.2366,0.6799,0.3283,0.2531,0.6013,ELEVE,territoire_stable,true,0.596,SOUS-DOTÉ,0.6796,SOUS-DOTÉ,196,258,0.7597,24.0167,51.938,4,4.9014,3020,23,10.4413,2292.1579,15.1076,9,4,3,0,0,6,2,3,11.0281,0,1,3,4,2,1,2,5,1,0,0,true,true
91666,Villejust,91,91140,48.6788,2.2207,2558,5.3611,477.1409,periurbain,0.4664,0.1324,0.737,0.2649,0.1643,0.6426,ELEVE,territoire_stable,true,0.6009,SOUS-DOTÉ,0.6422,SOUS-DOTÉ,27,35,0.7714,10.5551,54.2857,1,3.9093,2435,25,9.785,1858.7691,16.264,2,2,1,0,0,2,0,1,7.8186,0,1,1,1,1,0,0,2,0,0,0,true,true
91667,Villemoisson-sur-Orge,91,91360,48.6599,2.3298,7332,2.3203,3159.9362,urbain,0.4156,0.3225,0.6244,0.4645,0.3443,0.4792,MODERE,territoire_stable,true,0.6183,SOUS-DOTÉ,0.7042,DÉSERT,176,196,0.898,24.0044,79.5918,3,4.0917,2083,42,12.1831,2121.5129,6.7216,8,3,3,0,0,6,2,3,10.9111,0,1,3,2,2,1,2,5,1,1,0,true,true
91671,Villeneuve-sur-Auvers,91,91580,48.4646,2.2524,593,7.1082,83.4248,rural,0.5033,0.3591,0.5921,0.4276,0.3135,0.5371,ELEVE,territoire_stable,true,0.5479,CORRECT,0.5212,CORRECT,12,14,0.8571,20.2361,71.4286,1,16.8634,1638,5,8.8179,2014.6061,18.8203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,true,true
91679,Villiers-le-Bâcle,91,91190,48.7282,2.1224,1031,6.0604,170.1208,rural,0.5307,0.3967,0.5043,0.4067,0.3322,0.5553,ELEVE,territoire_stable,true,0.4322,CORRECT,0.4819,CORRECT,26,32,0.8125,25.2182,62.5,4,20,2145,7,6.883,1310.3151,19.3613,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,true,true
91685,Villiers-sur-Orge,91,91700,48.6601,2.2995,4545,1.7797,2553.8012,urbain,0.3452,0.3158,0.5811,0.4454,0.3328,0.4769,MODERE,territoire_stable,true,0.6652,SOUS-DOTÉ,0.7161,DÉSERT,159,188,0.8457,34.9835,69.1489,1,2.2002,2143,43,7.2129,1654.1854,8.7431,4,2,1,0,0,4,1,2,8.8009,0,1,1,2,1,0,1,3,0,1,0,true,true
91687,Viry-Châtillon,91,91170,48.6662,2.3758,30838,6.1182,5040.3714,tres_urbain,0.544,0.2123,0.7502,0.2628,0.2501,0.6966,ELEVE,territoire_stable,true,0.6834,SOUS-DOTÉ,0.7609,DÉSERT,993,1333,0.7449,32.2005,48.9872,2,0.6486,2171,208,11.8837,1790.192,17.8006,38,15,10,2,0,20,11,12,12.3225,0,6,10,13,8,6,8,20,4,2,0,true,true
91689,Wissous,91,91320,48.7308,2.3278,7151,9.1424,782.1797,periurbain,0.4074,0.3098,0.6537,0.4473,0.3021,0.4996,MODERE,territoire_stable,true,0.6618,SOUS-DOTÉ,0.6936,SOUS-DOTÉ,211,240,0.8792,29.5064,75.8333,1,1.3984,2514,53,10.141,2032.6483,9.7,6,3,2,0,0,5,2,3,8.3904,0,1,3,2,2,1,2,4,1,1,0,true,true
91691,Yerres,91,91330,48.7129,2.4932,27906,9.9673,2799.7552,urbain,0.4016,0.2239,0.6859,0.3359,0.2557,0.5884,ELEVE,territoire_stable,true,0.6764,SOUS-DOTÉ,0.7344,DÉSERT,906,1162,0.7797,32.4661,55.938,0,0,2161,255,11.5352,2129.3856,11.0737,31,14,10,0,0,19,10,11,11.1087,0,5,10,11,7,5,7,19,3,2,0,true,true
